time_start,time_end,model,launch_place,target,launched,destroyed,source,category,national_origin,type,manufacturer,destroyed_ratio,year,month,day,day_of_week,latitude,longitude
2024-06-17,2024-06-17,Iskander-M,Crimea,Mykolaiv oblast,1.0,0,PvKPivden/posts/pfbid0cNTALeozyrFWZDMsMcnNjnmgNodpSaLiHGJnfcf3H5GKcM1b3APsmyQ3VCMSxGgyl,ballistic missile,russia,TV-guided,,0.0,2024,6,17,Monday,45.00434,35.83079
2024-06-14,2024-06-14 08:00,X-47 Kinzhal,Tambov,Ukraine,1.0,0,kpszsu/posts/pfbid0273Azvrp6NRAaXZNmLfjnT2WvKw4fga3f7kn9DR33PhKXgCP4QVDdKsAyHkwv5LZtl,cruise missile,russia,air-launched ballistic,,0.0,2024,6,14,Friday,52.731118499999994,41.434199146086904
2024-06-14,2024-06-14 08:00,X-101/X-555,Saratov,Khmelnytskyi oblast,10.0,7,kpszsu/posts/pfbid0273Azvrp6NRAaXZNmLfjnT2WvKw4fga3f7kn9DR33PhKXgCP4QVDdKsAyHkwv5LZtl,cruise missile,russia,air-launched,,70.0,2024,6,14,Friday,51.530018,46.034683
2024-06-14,2024-06-14 08:00,Shahed-136/131,Yeysk,Ukraine,17.0,17,kpszsu/posts/pfbid0273Azvrp6NRAaXZNmLfjnT2WvKw4fga3f7kn9DR33PhKXgCP4QVDdKsAyHkwv5LZtl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,6,14,Friday,46.7112094,38.2747987
2024-06-14,2024-06-14 08:00,Reconnaissance UAV,,east,3.0,3,kpszsu/posts/pfbid0273Azvrp6NRAaXZNmLfjnT2WvKw4fga3f7kn9DR33PhKXgCP4QVDdKsAyHkwv5LZtl,UAV,,reconnaissance,,100.0,2024,6,14,Friday,,
2024-06-14,2024-06-14 08:00,Iskander-M,Crimea,Ukraine,3.0,0,kpszsu/posts/pfbid0273Azvrp6NRAaXZNmLfjnT2WvKw4fga3f7kn9DR33PhKXgCP4QVDdKsAyHkwv5LZtl,ballistic missile,russia,TV-guided,,0.0,2024,6,14,Friday,45.00434,35.83079
2024-06-14,2024-06-14,Supercam,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid02vXzscPeALJE2fzDJ5Sdjxn18Q9e6rPsWaroYDiHcKaWyap5CecQMGMweHp5YitxYl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,6,14,Friday,,
2024-06-14,2024-06-14,Orlan-10,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid02vXzscPeALJE2fzDJ5Sdjxn18Q9e6rPsWaroYDiHcKaWyap5CecQMGMweHp5YitxYl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,6,14,Friday,,
2024-06-14,2024-06-14,Lancet,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid02vXzscPeALJE2fzDJ5Sdjxn18Q9e6rPsWaroYDiHcKaWyap5CecQMGMweHp5YitxYl,UAV,russia,loitering munition,ZALA Aero Group,100.0,2024,6,14,Friday,,
2024-06-14,2024-06-14,Iskander-M,,Mykolaiv oblast,1.0,0,PvKPivden/posts/pfbid02vXzscPeALJE2fzDJ5Sdjxn18Q9e6rPsWaroYDiHcKaWyap5CecQMGMweHp5YitxYl,ballistic missile,russia,TV-guided,,0.0,2024,6,14,Friday,,
2024-06-13,2024-06-13 13:00,Orlan-10,,Dnipropetrovsk oblast,1.0,1,pvkshid/posts/pfbid037L6iMpFtzgZYzkECcKMU4zJV6Bf6y9V3s6V1nhKhoMk87fKYAumKqbSB6FoCD1txl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,6,13,Thursday,,
2024-06-13,2024-06-13 08:00,ZALA,,Kherson oblast,2.0,2,PvKPivden/posts/pfbid02LvpF1UDKGoprSxrcfgwWesWtz5ZhkEtDExQoZ7NXcwXZrphjVWPcgEX58NREMFqrl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,6,13,Thursday,,
2024-06-13,2024-06-13 08:00,Supercam,,Kherson oblast,2.0,2,PvKPivden/posts/pfbid02LvpF1UDKGoprSxrcfgwWesWtz5ZhkEtDExQoZ7NXcwXZrphjVWPcgEX58NREMFqrl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,6,13,Thursday,,
2024-06-13,2024-06-13,ZALA,,Kharkiv oblast,1.0,0,PvKPivden/posts/pfbid08BTtKsCMUyMQ1W6cG8QoY6ejb5dYVEKUsthgp5yZoB3Eu3ezcBYStvfcBQKw4WiBl,UAV,russia,reconnaissance,ZALA Aero Group,0.0,2024,6,13,Thursday,,
2024-06-13,2024-06-13,X-59,,Mykolaiv oblast,1.0,0,PvKPivden/posts/pfbid08BTtKsCMUyMQ1W6cG8QoY6ejb5dYVEKUsthgp5yZoB3Eu3ezcBYStvfcBQKw4WiBl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,0.0,2024,6,13,Thursday,,
2024-06-12,2024-06-12 08:00,X-47 Kinzhal,Tambov,Ukraine,1.0,1,kpszsu/posts/pfbid026oxVJda4X269N6wie5UwyfKVpszutDH1pdnuzM7AQMFsrh6vD8b5vUizWYtfcWByl,cruise missile,russia,air-launched ballistic,,100.0,2024,6,12,Wednesday,52.731118499999994,41.434199146086904
2024-06-12,2024-06-12 08:00,X-101/X-555,Saratov,Ukraine,4.0,4,kpszsu/posts/pfbid026oxVJda4X269N6wie5UwyfKVpszutDH1pdnuzM7AQMFsrh6vD8b5vUizWYtfcWByl,cruise missile,russia,air-launched,,100.0,2024,6,12,Wednesday,51.530018,46.034683
2024-06-12,2024-06-12 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,24.0,24,kpszsu/posts/pfbid026oxVJda4X269N6wie5UwyfKVpszutDH1pdnuzM7AQMFsrh6vD8b5vUizWYtfcWByl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,6,12,Wednesday,46.043181,38.1554803
2024-06-12,2024-06-12 08:00,Iskander-M,Crimea,Odesa oblast,1.0,0,kpszsu/posts/pfbid026oxVJda4X269N6wie5UwyfKVpszutDH1pdnuzM7AQMFsrh6vD8b5vUizWYtfcWByl,ballistic missile,russia,TV-guided,,0.0,2024,6,12,Wednesday,45.00434,35.83079
2024-06-11,2024-06-11,X-59/X-69,,Dnipropetrovsk oblast,2.0,2,pvkshid/posts/pfbid0ywn52wSsXCTRvEHJ8DJAFU4NWbo6arPeRdtTRd3AgQVGxN7hj4zAHbKSX7ke6q67l,cruise missile,russia,,,100.0,2024,6,11,Tuesday,,
2024-06-09,2024-06-09,ZALA,,Mykolaiv oblast,1.0,1,PvKPivden/posts/pfbid0cdQeZbXv6NwgkPDczoKskZozS2dEyKdv9KFMftcsoA6jaWUoTDzmoNWyLMajsPCHl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,6,9,Sunday,,
2024-06-09,2024-06-09,Supercam,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid0cdQeZbXv6NwgkPDczoKskZozS2dEyKdv9KFMftcsoA6jaWUoTDzmoNWyLMajsPCHl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,6,9,Sunday,,
2024-06-08,2024-06-08 08:00,X-59,Kursk,east,1.0,1,kpszsu/posts/pfbid0ura4yLKn4kKnbnW6WeNqaTWiasNXkRRJ1zFJ5m4VHJU4oAm4EGN2ZKdWDGiWbmqZl,cruise missile,russia,"air-launched, air-to-surface, anti-ship, land-attack",Tactical Missiles Corporation,100.0,2024,6,8,Saturday,51.7309249,36.1923123
2024-06-08,2024-06-08 08:00,Supercam,,east,2.0,2,pvkshid/posts/pfbid02x9v3uZxSB3TgdedK5kF7DyNPNNBdUi5sXXQAiUJi3LPxwv5yoSXbrRqzVykJRog8l,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,6,8,Saturday,,
2024-06-08,2024-06-08 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,13.0,9,kpszsu/posts/pfbid0ura4yLKn4kKnbnW6WeNqaTWiasNXkRRJ1zFJ5m4VHJU4oAm4EGN2ZKdWDGiWbmqZl,UAV,iran,loitering munition,Shahed Aviation Industries,69.23,2024,6,8,Saturday,45.004342,35.8307884
2024-06-08,2024-06-08,Lancet,,Kherson oblast,4.0,4,PvKPivden/posts/pfbid02GLn4kq7vQfjLQD4vaKycwQDQkxyFUuYMJMDCHw9LMzFDpZkHwhRjf7uB7m7kJc28l,UAV,russia,loitering munition,ZALA Aero Group,100.0,2024,6,8,Saturday,,
2024-06-07,2024-06-07 08:00,X-101/X-555,Saratov,west,5.0,5,kpszsu/posts/pfbid0zAYzn1GoGTtWFRi283Z8pnCJKZJmo8MwmYpfBJwUczSA15rruMPzUmLF1kmZTNVSl,cruise missile,russia,air-launched,,100.0,2024,6,7,Friday,51.530018,46.034683
2024-06-07,2024-06-07 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,53.0,48,kpszsu/posts/pfbid0zAYzn1GoGTtWFRi283Z8pnCJKZJmo8MwmYpfBJwUczSA15rruMPzUmLF1kmZTNVSl,UAV,iran,loitering munition,Shahed Aviation Industries,90.57,2024,6,7,Friday,46.043181,38.1554803
2024-06-07,2024-06-07,X-59/X-69,,Poltava oblast,1.0,1,pvkshid/posts/pfbid0fbxdxaNj5QPRwR4XgatKYCHSyFzWskDVLRFZ9osB6Bq92epsb4W3gPzvtuFf2WF5l,cruise missile,russia,,,100.0,2024,6,7,Friday,,
2024-06-07,2024-06-07,Unknown UAV,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid0M42D8f5zwSCCMW6AGKQjYjjSc6vwFhgENjrKCt1xnjbB72KJkcLdSxuShLpQmrUfl,UAV,,,,100.0,2024,6,7,Friday,,
2024-06-07,2024-06-07,Supercam,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid0M42D8f5zwSCCMW6AGKQjYjjSc6vwFhgENjrKCt1xnjbB72KJkcLdSxuShLpQmrUfl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,6,7,Friday,,
2024-06-06,2024-06-06 08:05,Orlan-10,,Dnipropetrovsk oblast,1.0,1,pvkshid/posts/pfbid02Q1v7Kxru5qT7Z29shrSDSunKZR4mSVLts5HUEdKQ1r72hzDehqohjMAt2VonQoehl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,6,6,Thursday,,
2024-06-06,2024-06-06 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,18.0,17,kpszsu/posts/pfbid0DjCB9otVuH2igDfQk9FwuqDMbsxdkEVnDkcPAUbhNo2xWDL9y1LMACgY44BZZ1RJl,UAV,iran,loitering munition,Shahed Aviation Industries,94.44,2024,6,6,Thursday,46.043181,38.1554803
2024-06-06,2024-06-06 08:00,Orlan-10,,Kharkiv oblast,1.0,1,pvkshid/posts/pfbid032sGUCNn8Cq1vBfkQ2HBEXTUjUq9SC8XzvGJcU94pnm6uQ9dELdWySrDnewfamurYl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,6,6,Thursday,,
2024-06-06,2024-06-06 08:00,Iskander-M,Taganrog,Dnipropetrovsk oblast,2.0,0,kpszsu/posts/pfbid0DjCB9otVuH2igDfQk9FwuqDMbsxdkEVnDkcPAUbhNo2xWDL9y1LMACgY44BZZ1RJl,ballistic missile,russia,TV-guided,,0.0,2024,6,6,Thursday,47.2392184,38.87550310009352
2024-06-06,2024-06-06,ZALA,,Odesa oblast,1.0,1,PvKPivden/posts/pfbid0716VD7cdcEqoUmJJhjh9vtSVPTH4TkWAGHF8a6fWc86DUjYMwFyS87myNBcv13PLl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,6,6,Thursday,,
2024-06-05,2024-06-05 17:00,Iskander-M,Crimea,Odesa oblast,1.0,0,PvKPivden/posts/pfbid02pyYfL65jMjhSP44t5yZwy18tMLKS2KqtPmYPN55iaQA29bATFsyY3Uv5eQ5KuJVl,ballistic missile,russia,TV-guided,,0.0,2024,6,5,Wednesday,45.00434,35.83079
2024-06-05,2024-06-05 08:00,ZALA,,Mykolaiv oblast,1.0,1,PvKPivden/posts/pfbid0d5eEPRDjfjPhcH2PYrhjA55wp48UySJ2bsCUcbho5tTtp5hUqZJLHx1sLr3qdT4l,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,6,5,Wednesday,,
2024-06-05,2024-06-05 08:00,Shahed-136/131,"Chauda, Crimea",Ukraine,27.0,22,kpszsu/posts/pfbid02zEhZYn8mbQD9vPETTMfmH4a3BtXGuDeSoKC1k1DPjdj47rj57xMUu3xt42pyb8hZl,UAV,iran,loitering munition,Shahed Aviation Industries,81.48,2024,6,5,Wednesday,45.004342,35.8307884
2024-06-05,2024-06-05,ZALA,,Kherson oblast,2.0,2,PvKPivden/posts/pfbid02pyYfL65jMjhSP44t5yZwy18tMLKS2KqtPmYPN55iaQA29bATFsyY3Uv5eQ5KuJVl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,6,5,Wednesday,,
2024-06-04,2024-06-04 08:00,Unknown UAV,,Chernihiv oblast,4.0,4,kpszsu/posts/pfbid02YHM7XyED78ccgXBBEw6HWRqgN28FwiFBgeG4evp84K9nvuEdg4cNtxBYKRkQ1tUUl,UAV,,,,100.0,2024,6,4,Tuesday,,
2024-06-04,2024-06-04 08:00,Orlan-10,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid0a1bxREyUnRF4NgwVZ4wVhaiWDLz4Kjb7Qsxq4mA2syEK1T9RQDj9tZo29J8DP8RUl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,6,4,Tuesday,,
2024-06-04,2024-06-04 08:00,Iskander-K,Crimea,Dnipropetrovsk oblast,2.0,2,kpszsu/posts/pfbid02YHM7XyED78ccgXBBEw6HWRqgN28FwiFBgeG4evp84K9nvuEdg4cNtxBYKRkQ1tUUl,cruise missile,russia,,,100.0,2024,6,4,Tuesday,45.00434,35.83079
2024-06-04,2024-06-04,ZALA,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid02jcgc54cnoYqAnfsRTyoSnNQ8qREqFYbF2sDNpisH88VGfradwD5HMaWamZSWyhg6l,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,6,4,Tuesday,,
2024-06-04,2024-06-04,Unknown UAV,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid02jcgc54cnoYqAnfsRTyoSnNQ8qREqFYbF2sDNpisH88VGfradwD5HMaWamZSWyhg6l,UAV,,,,100.0,2024,6,4,Tuesday,,
2024-06-04,2024-06-04,Iskander-M,,Odesa oblast,1.0,0,PvKPivden/posts/pfbid02jcgc54cnoYqAnfsRTyoSnNQ8qREqFYbF2sDNpisH88VGfradwD5HMaWamZSWyhg6l,ballistic missile,russia,TV-guided,,0.0,2024,6,4,Tuesday,,
2024-06-03,2024-06-03 08:00,ZALA,,Mykolaiv oblast,1.0,1,PvKPivden/posts/pfbid0HnYDvP9KLtVAdThXt5D4ZHjFchuqk1UmDdjuvK8u3kXc1Usw5uVoDJ1jyQzJNLBAl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,6,3,Monday,,
2024-06-03,2024-06-03 08:00,Unknown Missile,,Odesa oblast,1.0,1,PvKPivden/posts/pfbid0HnYDvP9KLtVAdThXt5D4ZHjFchuqk1UmDdjuvK8u3kXc1Usw5uVoDJ1jyQzJNLBAl,cruise missile,,,,100.0,2024,6,3,Monday,,
2024-06-03,2024-06-03 01:00,Supercam,,Kharkiv oblast,1.0,1,pvkshid/posts/pfbid038Nhqj1BQVLFjbXy9b5q7kS1f51TvFq6fRCB748PNHMbGcv2LhiWLjA3A7idr9UT4l,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,6,3,Monday,,
2024-06-03,2024-06-03,ZALA,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid0a1bxREyUnRF4NgwVZ4wVhaiWDLz4Kjb7Qsxq4mA2syEK1T9RQDj9tZo29J8DP8RUl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,6,3,Monday,,
2024-06-02,2024-06-02 11:00,Supercam,,Dnipropetrovsk oblast,1.0,1,pvkshid/posts/pfbid0XTBkKM1ZT1HHvQ9PZuChwCBeJ8ADHNf8i1bSuKAmnbNpVX5ChTQiavvFB12tJK5el,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,6,2,Sunday,,
2024-06-02,2024-06-02 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,25.0,24,kpszsu/posts/pfbid0dehs5HxXoNeHyJTVj7tnU3bQdVSfs9UJToMWhPJmL35hjvzxEamkK3fazthwRjdvl,UAV,iran,loitering munition,Shahed Aviation Industries,96.0,2024,6,2,Sunday,46.043181,38.1554803
2024-06-02,2024-06-02 08:00,Orlan-10,,Kharkiv oblast,1.0,1,pvkshid/posts/pfbid037Z67PQUZswLmVxHeXN47tygQQrvE3BzoeLpULrrsLcbPwiwLNZz8q8Y9z3YFadRrl,UAV,russia,reconnaissance,Special Technology Center,100.0,2024,6,2,Sunday,,
2024-06-02,2024-06-02 08:00,Iskander-K,Crimea,Kharkiv oblast,1.0,0,kpszsu/posts/pfbid0dehs5HxXoNeHyJTVj7tnU3bQdVSfs9UJToMWhPJmL35hjvzxEamkK3fazthwRjdvl,cruise missile,russia,,,0.0,2024,6,2,Sunday,45.00434,35.83079
2024-06-02,2024-06-02 08:00,C-300,Donetsk,east,1.0,0,kpszsu/posts/pfbid0dehs5HxXoNeHyJTVj7tnU3bQdVSfs9UJToMWhPJmL35hjvzxEamkK3fazthwRjdvl,surface-to-air missile,russia,,,0.0,2024,6,2,Sunday,48.0158753,37.8013407
2024-06-02,2024-06-02,ZALA,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid0HnYDvP9KLtVAdThXt5D4ZHjFchuqk1UmDdjuvK8u3kXc1Usw5uVoDJ1jyQzJNLBAl,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,6,2,Sunday,,
2024-06-02,2024-06-02,Iskander-M,,Odeasa oblast,1.0,0,PvKPivden/posts/pfbid0HnYDvP9KLtVAdThXt5D4ZHjFchuqk1UmDdjuvK8u3kXc1Usw5uVoDJ1jyQzJNLBAl,ballistic missile,russia,TV-guided,,0.0,2024,6,2,Sunday,,
2024-06-01,2024-06-01 19:00,X-59/X-69,,Kryvyi Rih,1.0,1,pvkshid/posts/pfbid037Z67PQUZswLmVxHeXN47tygQQrvE3BzoeLpULrrsLcbPwiwLNZz8q8Y9z3YFadRrl,cruise missile,russia,,,100.0,2024,6,1,Saturday,,
2024-06-01,2024-06-01 13:00,Reconnaissance UAV,,Dnipropetrovsk oblast,1.0,0,pvkshid/posts/pfbid0yqSKJf5S5qosyRWGvacZvMixjQHoiznUjYEJKbcZXxv5BtJaeYXXnGviuBJy9JPull,UAV,,reconnaissance,,0.0,2024,6,1,Saturday,,
2024-06-01,2024-06-01 08:00,X-59/X-69,Tokmak,Ukraine,3.0,0,kpszsu/posts/pfbid0MQf9ZqyVqy5LbU3551ewUGdhaCxYYEC8i3UjqAXjAQYpQnAFke8m3gBmLis1ygcJl,cruise missile,russia,,,0.0,2024,6,1,Saturday,47.15,35.42
2024-06-01,2024-06-01 08:00,X-101/X-555,Saratov,Ukraine,35.0,30,kpszsu/posts/pfbid0MQf9ZqyVqy5LbU3551ewUGdhaCxYYEC8i3UjqAXjAQYpQnAFke8m3gBmLis1ygcJl,cruise missile,russia,air-launched,,85.71,2024,6,1,Saturday,51.530018,46.034683
2024-06-01,2024-06-01 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,47.0,46,kpszsu/posts/pfbid0MQf9ZqyVqy5LbU3551ewUGdhaCxYYEC8i3UjqAXjAQYpQnAFke8m3gBmLis1ygcJl,UAV,iran,loitering munition,Shahed Aviation Industries,97.87,2024,6,1,Saturday,46.043181,38.1554803
2024-06-01,2024-06-01 08:00,Kalibr,Black Sea,Ukraine,10.0,4,kpszsu/posts/pfbid0MQf9ZqyVqy5LbU3551ewUGdhaCxYYEC8i3UjqAXjAQYpQnAFke8m3gBmLis1ygcJl,cruise missile,russia,,,40.0,2024,6,1,Saturday,43.87282395,33.99380770501095
2024-06-01,2024-06-01 08:00,Iskander-M,Crimea,Ukraine,4.0,0,kpszsu/posts/pfbid0MQf9ZqyVqy5LbU3551ewUGdhaCxYYEC8i3UjqAXjAQYpQnAFke8m3gBmLis1ygcJl,ballistic missile,russia,TV-guided,,0.0,2024,6,1,Saturday,45.00434,35.83079
2024-06-01,2024-06-01 08:00,Iskander-K,Crimea,Dnipropetrovsk oblast,1.0,1,kpszsu/posts/pfbid0MQf9ZqyVqy5LbU3551ewUGdhaCxYYEC8i3UjqAXjAQYpQnAFke8m3gBmLis1ygcJl,cruise missile,russia,,,100.0,2024,6,1,Saturday,45.00434,35.83079
2024-06-01,2024-06-01,Unknown UAV,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid031HJwGKTHUpXWiVJyUPKuDM7CDCnzpyt7DRKZPFqnrQHW8H4J8QqBxocZxo1G8FgPl,UAV,,,,100.0,2024,6,1,Saturday,,
2024-06-01,2024-06-01,Supercam,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid031HJwGKTHUpXWiVJyUPKuDM7CDCnzpyt7DRKZPFqnrQHW8H4J8QqBxocZxo1G8FgPl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,6,1,Saturday,,
2024-06-01,2024-06-01,Lancet,,Mykolaiv oblast,1.0,1,PvKPivden/posts/pfbid031HJwGKTHUpXWiVJyUPKuDM7CDCnzpyt7DRKZPFqnrQHW8H4J8QqBxocZxo1G8FgPl,UAV,russia,loitering munition,ZALA Aero Group,100.0,2024,6,1,Saturday,,
2024-06-01,2024-06-01,Iskander-M,,Kherson oblast,1.0,0,PvKPivden/posts/pfbid031HJwGKTHUpXWiVJyUPKuDM7CDCnzpyt7DRKZPFqnrQHW8H4J8QqBxocZxo1G8FgPl,ballistic missile,russia,TV-guided,,0.0,2024,6,1,Saturday,,
2024-06-01,2024-06-01,C-400,,Mykolaiv oblast,1.0,0,PvKPivden/posts/pfbid031HJwGKTHUpXWiVJyUPKuDM7CDCnzpyt7DRKZPFqnrQHW8H4J8QqBxocZxo1G8FgPl,surface-to-air missile,russia,,,0.0,2024,6,1,Saturday,,
2024-05-31,2024-05-31 08:00,Shahed-136/131,Yeysk,Ukraine,4.0,4,kpszsu/posts/pfbid02VBhEDArLuMhrZPKZaYCMh2mcWqiYhYhzZ8JgSnyL2Z5WsaRSXnEF4tMfpMaeSqoyl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,5,31,Friday,46.7112094,38.2747987
2024-05-31,2024-05-31 08:00,Iskander-K,Kursk,Kyiv oblast,1.0,1,kpszsu/posts/pfbid02VBhEDArLuMhrZPKZaYCMh2mcWqiYhYhzZ8JgSnyL2Z5WsaRSXnEF4tMfpMaeSqoyl,cruise missile,russia,,,100.0,2024,5,31,Friday,51.7309249,36.1923123
2024-05-31,2024-05-31 08:00,C-300/C-400,Belgorod,Kharkiv oblast,5.0,0,kpszsu/posts/pfbid02VBhEDArLuMhrZPKZaYCMh2mcWqiYhYhzZ8JgSnyL2Z5WsaRSXnEF4tMfpMaeSqoyl,surface-to-air missile,russia,,,0.0,2024,5,31,Friday,50.5955595,36.5873394
2024-05-31,2024-05-31,Unknown Missile,,Odesa oblast,2.0,1,PvKPivden/posts/pfbid02NZvwuTzWHnsAkdJxdfSULydAvd4Rtfm4BgBULg5SkGmdBhTQxipKJfH2rNRby5ugl,cruise missile,,,,50.0,2024,5,31,Friday,,
2024-05-30,2024-05-30 08:00,X-101/X-555,Saratov,Ukraine,11.0,7,kpszsu/posts/pfbid0J3PYombAQLuoZ8ugaNzCtbAtWLX9AByHkHZn1CHktA6JT3uAGAGUcZToKJ7VzmcXl,cruise missile,russia,air-launched,,63.64,2024,5,30,Thursday,51.530018,46.034683
2024-05-30,2024-05-30 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,32.0,32,kpszsu/posts/pfbid0J3PYombAQLuoZ8ugaNzCtbAtWLX9AByHkHZn1CHktA6JT3uAGAGUcZToKJ7VzmcXl,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,5,30,Thursday,46.043181,38.1554803
2024-05-30,2024-05-30 08:00,Reconnaissance UAV,,Kharkiv oblast,1.0,1,pvkshid/posts/pfbid02i4oNYPMU3GYCQ3EmdgSC5zqrcQtctPsEJBGMLi1XDwjRT3HHqCU8kVqt8HcrWmxwl,UAV,,reconnaissance,,100.0,2024,5,30,Thursday,,
2024-05-30,2024-05-30 08:00,C-300/C-400,,Kharkiv oblast,8.0,0,kpszsu/posts/pfbid0J3PYombAQLuoZ8ugaNzCtbAtWLX9AByHkHZn1CHktA6JT3uAGAGUcZToKJ7VzmcXl,surface-to-air missile,russia,,,0.0,2024,5,30,Thursday,,
2024-05-30,2024-05-30,Supercam,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid031UZHPVGmarJ8fK2AGtiwN4v4DDGjaomhi8tU3zJimHRCUf8sYDmzRTqVrRQBdF2Al,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,5,30,Thursday,,
2024-05-30,2024-05-30,Lancet,,Mykolaiv oblast,1.0,1,PvKPivden/posts/pfbid031UZHPVGmarJ8fK2AGtiwN4v4DDGjaomhi8tU3zJimHRCUf8sYDmzRTqVrRQBdF2Al,UAV,russia,loitering munition,ZALA Aero Group,100.0,2024,5,30,Thursday,,
2024-05-29,2024-05-29 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,13.0,13,kpszsu/posts/pfbid0VmmWF9wzJiDYAWvuLoN7azud2Ro7KAmFa3f9XdvyHDF53xMGxVyhcJNyMxx7tNFql,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,5,29,Wednesday,46.043181,38.1554803
2024-05-29,2024-05-29,Iskander-M,,Odesa oblast,1.0,0,PvKPivden/posts/pfbid037u5AhZ2vQrUSY36ospdjHjAW6wZ7L56K9aztHkR3Z7oLm9Hq2i35FXixnY4rtWufl,ballistic missile,russia,TV-guided,,0.0,2024,5,29,Wednesday,,
2024-05-28,2024-05-28 08:00,Supercam,,Kharkiv oblast,1.0,1,pvkshid/posts/pfbid02jrYoLT5AK5JDs1CRhLcb26rmgGBB9w54wNKX1uFBbdP95ztAdgYEYBFQ4Tokw3Dpl,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,5,28,Tuesday,,
2024-05-28,2024-05-28 08:00,Shahed-136/131,Primorsko-Akhtarsk,Ukraine,5.0,5,kpszsu/posts/pfbid0qP5hLW7rWKXXdsrKhmaT5fkFQaXFQJEK4fT1vfXhFW8jcpPSiajKaFkwb7rs5zHol,UAV,iran,loitering munition,Shahed Aviation Industries,100.0,2024,5,28,Tuesday,46.043181,38.1554803
2024-05-28,2024-05-28,ZALA,,Kherson oblast,2.0,2,PvKPivden/posts/pfbid0dwJWegqfsvMY9Mo4zE5Hv3sWwEwv2u9ecpvYx1vYH3cajTggEctGrpwq19FQn7H4l,UAV,russia,reconnaissance,ZALA Aero Group,100.0,2024,5,28,Tuesday,,
2024-05-28,2024-05-28,Supercam,,Kherson oblast,1.0,1,PvKPivden/posts/pfbid0dwJWegqfsvMY9Mo4zE5Hv3sWwEwv2u9ecpvYx1vYH3cajTggEctGrpwq19FQn7H4l,UAV,russia,reconnaissance,Unmanned Systems Group,100.0,2024,5,28,Tuesday,,
2024-05-28,2024-05-28,Iskander-M,,Odesa oblast,1.0,0,PvKPivden/posts/pfbid0dwJWegqfsvMY9Mo4zE5Hv3sWwEwv2u9ecpvYx1vYH3cajTggEctGrpwq19FQn7H4l,ballistic missile,russia,TV-guided,,0.0,2024,5,28,Tuesday,,
